"","1ayWM2CHIPOOB100705","oAVVM2CHIPOOB051360","3xfYM2CHIPOOA051365","jYxWM2CHIPOOB051110","hoQoM2CHIPOOA051115","eBCjM2CHIPOOBXX1180","j1iWM2CHIPOOBXX1561"
"Pseudochrobactrum_sp._XF203","470","161","106","93","233","180","52"
"Pseudochrobactrum_sp._Wa41.01b-1","393","161","90","55","283","137","66"
"Pseudochrobactrum_algeriensis","451","178","119","80","339","164","49"
"Chelatococcus_sp._CO-6","11511","7751","4921","3670","16507","14544","2319"
"Chelatococcus_daeguensis","6264","3860","2416","1930","8068","5888","1298"
"Kaustia_mangrovi","8198","6575","4056","3025","15393","5980","1761"
"Parvibaculum_lavamentivorans","5704","3973","2677","2197","8693","4270","1753"
"Pyruvatibacter_mobilis","2676","1980","1180","959","4012","1719","848"
"Candidatus_Phaeomarinobacter_ectocarpi","1090","695","412","359","1365","609","223"
"Blastochloris_tepida","7898","5084","3211","2630","10794","6270","2234"
"Blastochloris_viridis","6944","4200","2670","2100","8573","5050","1863"
"Methylocella_silvestris","3313","2100","1398","997","4322","2520","833"
"Methylocella_tundrae","2870","1795","1224","853","3585","2126","744"
"Methylovirgula_ligni","3065","1766","1212","918","3671","2155","762"
"Methylovirgula_sp._HY1","2234","1380","878","687","2537","1525","651"
"Beijerinckia_indica","1453","928","641","445","1635","1058","362"
"Kaistia_sp._32K","10712","6051","3858","2862","11629","6481","2211"
"Acuticoccus_sp._I52.16.1","8126","5715","3515","2533","11946","5789","1830"
"Hartmannibacter_diazotrophicus","5725","3804","2421","1689","7374","3651","1295"
"Breoghania_sp._L-A4","5327","3358","2179","1560","7038","3363","1158"
"Lichenihabitans_psoromatis","2426","1442","896","625","2827","1611","564"
"Lichenihabitans_sp._PAMC28606","2104","1303","831","630","2513","1485","475"
"Cohaesibacter_sp._ES.047","1093","549","360","255","1032","597","192"
"Bartonella_apis","389","201","142","94","324","218","90"
"Bartonella_sp._HY038","100","58","37","26","105","66","23"
"Bartonella_sp._WD16.2","50","0","0","0","0","0","0"
"Bartonella_sp._46A","23","24","0","0","0","28","0"
"Bartonella_australis","37","27","19","21","54","24","0"
"Bartonella_quintana","37","17","31","0","25","26","0"
"Bartonella_birtlesii","32","21","0","0","23","18","0"
"Bartonella_vinsonii","34","23","0","37","68","26","0"
"Bartonella_ancashensis","24","28","13","0","33","13","0"
"Bartonella_henselae","26","15","23","0","26","21","0"
"Bartonella_grahamii","35","0","25","0","0","0","0"
"Bartonella_bacilliformis","15","0","12","0","15","13","0"
"Bartonella_clarridgeiae","20","19","0","0","29","0","0"
"Bartonella_tribocorum","52","48","0","0","54","48","0"
"Bartonella_krasnovii","23","0","0","0","0","0","0"
"Bartonella_alsatica","12","0","0","0","26","0","0"
"Sphingomonas_sp._S8-45","27566","17736","8912","4324","18952","4275","4986"
"Sphingomonas_sp._HDW15A","21583","16237","8028","3719","15642","3358","4184"
"Sphingomonas_sp._DM2-R-LB4","15856","13525","7106","4157","17793","8177","4993"
"Sphingomonas_sp._CL5.1","11124","7934","4219","2596","11124","4174","3242"
"Sphingomonas_sp._NBWT7","11012","5924","3007","2013","7946","2766","2122"
"Sphingomonas_sp._Cra20","9481","6296","3995","2158","8484","3068","3735"
"Sphingomonas_sp._MM-1","17639","15172","7811","4820","21217","5914","5295"
"Sphingomonas_sp._LM7","9193","6005","3992","1919","7878","2893","3429"
"Sphingomonas_sp._AK-PDB1-5","8417","6650","3448","2251","9298","3485","2927"
"Sphingomonas_sp._AP4-R1","7528","5728","2923","1827","7910","2757","2480"
"Sphingomonas_sp._S2-65","7898","5156","2840","1700","6921","2428","2188"
"Sphingomonas_sp._AAP5","7209","5325","2816","1775","6799","2798","2213"
"Sphingomonas_sp._FARSPH","10183","7628","4015","2489","10420","3563","2886"
"Sphingomonas_sp._PAMC26645","6207","4287","2341","1545","6009","2252","1786"
"Sphingomonas_sp._HMP9","6628","4664","2339","1542","6204","2409","1875"
"Sphingomonas_sp._KC8","5068","3770","1921","1112","4751","1574","1351"
"Sphingomonas_sp._HMP6","4696","3330","1756","1084","4365","1503","1276"
"Sphingomonas_sp._LK11","6448","5795","2766","1401","5531","2013","1645"
"Sphingomonas_sp._NIC1","11282","8323","4632","2836","10942","3529","3413"
"Sphingomonas_sp._IC081","6196","4344","2238","1383","5405","1985","1443"
"Sphingomonas_sediminicola","36777","26931","14603","12554","37441","8432","17234"
"Sphingomonas_daechungensis","34562","24796","13495","10970","32879","7895","12514"
"Sphingomonas_lutea","34895","32667","17435","8732","37977","11382","14231"
"Sphingomonas_sabuli","26310","26617","15004","8239","30312","7268","11100"
"Sphingomonas_sinipercae","25288","22998","12569","7224","28971","6512","9279"
"Sphingomonas_ginsengisoli_An_et_al._2013","24152","22889","12153","6051","26779","6560","7962"
"Sphingomonas_rhizophila","25463","26029","13182","5871","24842","4804","6301"
"Sphingomonas_xanthus","22063","26496","12863","4526","20634","3287","4512"
"Sphingomonas_piscis","16638","14874","8001","4301","17726","4433","5650"
"Sphingomonas_alpina","11221","7676","4153","2406","9956","3732","2924"
"Sphingomonas_koreensis","16285","9136","4983","2971","12400","3798","3433"
"Sphingomonas_sanxanigenens","13325","10137","5291","3258","13931","4810","3609"
"Sphingomonas_profundi","10398","8460","4399","2717","12880","4168","2842"
"Sphingomonas_suaedae","8729","4309","2359","1407","6011","1879","1579"
"Sphingomonas_hengshuiensis","7900","4973","2903","1663","6763","2719","2063"
"Sphingomonas_changnyeongensis","7928","6535","3172","1873","8622","2700","2306"
"Sphingomonas_radiodurans","7552","4230","2245","1272","5732","2033","1511"
"Sphingomonas_taxi","8150","6075","3195","1987","8479","3159","2392"
"Sphingomonas_panacis","6876","4690","2623","1643","6623","2674","1894"
"Sphingomonas_panacisoli","6385","4387","2464","1459","6020","2240","1921"
"Sphingomonas_insulae","6067","3951","2094","1387","5701","2010","1471"
"Sphingomonas_aliaeris","5064","3279","1802","1092","4593","1661","1320"
"Sphingomonas_paucimobilis","6958","4923","2563","1516","6177","2304","1629"
"Sphingomonas_sanguinis","6250","5184","2450","1413","5942","2034","1672"
"Sphingomonas_melonis","13444","9488","4774","3167","12842","4851","3386"
"Sphingomonas_lacunae","2567","1977","1000","512","2337","767","626"
"Sphingomonas_paeninsulae","1910","1259","671","435","1783","628","507"
"Sphingopyxis_sp._PAMC25046","11186","4658","2628","1297","7008","2021","1542"
"Sphingopyxis_sp._QXT-31","7691","4691","2704","1345","6123","2086","2102"
"Sphingopyxis_sp._YF1","7117","4170","2238","1289","5339","2050","1483"
"Sphingopyxis_sp._OPL5","6281","3770","2015","1102","4925","1820","1299"
"Sphingopyxis_sp._BSN-002","5841","4103","2282","989","4340","1739","1164"
"Sphingopyxis_sp._EG6","5972","3680","2007","990","4454","1685","1170"
"Sphingopyxis_sp._113P3","5548","3927","2301","1386","5881","2160","1360"
"Sphingopyxis_sp._FD7","5364","3764","2796","1114","5060","2722","1196"
"Sphingopyxis_sp._MG","2466","1658","715","538","2032","966","428"
"Sphingopyxis_macrogoltabida","13753","8247","4524","2564","10840","4039","2903"
"Sphingopyxis_fribergensis","7596","3814","2066","1033","4649","1695","1164"
"Sphingopyxis_terrae","7636","5200","4668","1525","6375","2403","1679"
"Sphingopyxis_lindanitolerans","6588","4126","2410","1311","5298","2068","1526"
"Sphingopyxis_alaskensis","4120","2899","1612","832","3826","1403","885"
"Sphingopyxis_granuli","10888","8911","4719","2809","12647","4565","3036"
"Sphingobium_sp._SYK-6","7318","4580","2461","1681","6531","2359","1573"
"Sphingobium_sp._YG1","4209","2805","1459","965","3670","1405","1034"
"Sphingobium_sp._CAP-1","4714","3108","1688","1006","4222","1558","1104"
"Sphingobium_sp._Cam5-1","3983","2757","1876","1018","3684","1707","1451"
"Sphingobium_sp._TKS","6690","5152","2918","1807","7076","2695","2117"
"Sphingobium_sp._RAC03","3335","2064","1121","640","2859","1006","732"
"Sphingobium_sp._EP60837","3404","2355","1422","900","3548","1859","1663"
"Sphingobium_sp._SCG-1","2770","1808","981","661","2633","1002","704"
"Sphingobium_sp._KCTC_72723","2626","1698","851","509","2083","919","553"
"Sphingobium_sp._MI1205","4208","3119","1723","1127","4427","1748","1419"
"Sphingobium_sp._PAMC28499","2251","1219","643","530","2182","693","442"
"Sphingobium_sp._RSMS","2436","1633","1411","499","1724","730","652"
"Sphingobium_sp._YBL2","2140","2530","1866","550","2312","1027","682"
"Sphingobium_sp._LF-16","854","475","345","0","888","368","200"
"Sphingobium_yanoikuyae","13650","8859","4718","3244","13245","4784","3251"
"Sphingobium_indicum","5832","4088","2301","1403","6078","2200","1648"
"Sphingobium_amiense","7397","5226","2715","1887","7435","2499","1850"
"Sphingobium_phenoxybenzoativorans","4626","3564","1827","1244","4963","1601","1259"
"Sphingobium_cloacae","6950","5401","2720","1618","7388","2500","1890"
"Sphingobium_xenophagum","4542","3124","1557","923","3993","1420","1157"
"Sphingobium_chlorophenolicum","3497","2400","1326","883","3750","1378","861"
"Sphingobium_baderi","4348","3341","1785","1002","4484","1609","1213"
"Sphingobium_herbicidovorans","3163","2305","1478","813","3422","1461","1157"
"Sphingobium_fuliginis","5015","14308","4849","1300","5629","2193","1408"
"Novosphingobium_sp._Gsoil_351","8657","5334","2890","1563","5630","2215","1361"
"Novosphingobium_sp._Sx8-5","6236","3736","2021","1313","5480","2269","1298"
"Novosphingobium_sp._EMRT-2","8333","6759","2714","1797","6696","2638","1724"
"Novosphingobium_sp._P6W","4828","2745","1462","1030","3875","1563","953"
"Novosphingobium_sp._THN1","4551","2970","1325","889","3255","1426","878"
"Novosphingobium_sp._ES2-1","4699","9407","2619","869","3891","1584","957"
"Novosphingobium_sp._PP1Y","4012","2694","1375","929","4636","1460","851"
"Novosphingobium_sp._KA1","6007","3596","2191","1379","5262","2356","1375"
"Novosphingobium_resinovorum","7240","4630","2378","1678","6709","2614","1592"
"Novosphingobium_aromaticivorans","6306","4238","2054","1351","5411","2079","1387"
"Novosphingobium_decolorationis","6148","3867","2136","1440","5382","2565","1443"
"Novosphingobium_ginsenosidimutans","4011","2730","1377","743","3109","1113","738"
"Novosphingobium_pentaromativorans","4572","2968","1601","1056","4885","1602","998"
"Rhizorhabdus_wittichii","14536","13303","7286","5386","19461","6506","4545"
"Rhizorhabdus_dicambivorans","11365","9138","4666","2942","13239","4404","3231"
"Rhizorhabdus_phycosphaerae","5107","4268","2239","1364","5863","2096","1479"
"Allosphingosinicella_indica","14481","10660","5345","3543","18215","3725","3491"
"Sphingosinithalassobacter_sp._CS137","6593","5094","2638","1697","7322","2487","1926"
"Sphingosinithalassobacter_tenebrarum","5431","3733","2038","1262","5705","1918","1371"
"Parasphingopyxis_algicola","4939","3909","2101","1327","6239","1920","1434"
"Parasphingopyxis_sp._CP4","1538","1099","623","342","1650","496","342"
"Sphingorhabdus_sp._YGSMI21","1931","1417","743","451","1841","689","454"
"Sphingorhabdus_sp._SMR4y","1612","1274","637","426","1735","560","330"
"Sphingorhabdus_sp._M41","1339","901","461","283","1307","469","279"
"Sphingorhabdus_lacus","1133","782","383","272","1047","374","235"
"Sphingorhabdus_lutea","162","110","61","33","151","68","39"
"Blastomonas_sp._RAC04","2942","2283","1105","758","3280","1018","667"
"Blastomonas_fulva","3022","2277","1094","711","2801","1098","774"
"Citromicrobium_sp._JL477","4698","3013","1627","1057","4024","1596","906"
"Tardibacter_chloracetimidivorans","5806","5751","2873","1605","7262","2478","1657"
"Hankyongella_ginsenosidimutans","3554","3553","1770","1312","5209","2058","1061"
"Novosphingopyxis_iocasae","4104","2962","1545","1057","4379","1556","1052"
"Parasphingorhabdus_sp._JHSY0214","639","398","201","161","575","220","129"
"Parasphingorhabdus_halotolerans","616","389","243","168","612","234","121"
"Parasphingorhabdus_litoris","517","337","196","127","536","151","113"
"Aquisediminimonas_profunda","1662","1118","609","384","1424","535","437"
"Erythrobacter_sp._HL-111","4990","3482","1695","1025","4210","1763","941"
"Erythrobacter_sp._HKB08","4499","2524","1254","738","3117","1222","795"
"Erythrobacter_sp._SDW2","4568","2728","1360","759","3180","1074","694"
"Erythrobacter_sp._JK5","4366","2873","1346","805","3386","1303","868"
"Erythrobacter_sp._THAF29","2352","1551","806","500","1928","821","490"
"Erythrobacter_sp._A30-3","3073","1704","904","531","2344","908","576"
"Erythrobacter_sp._3-20A1M","4371","2471","1431","816","3281","1267","918"
"Erythrobacter_sp._LQ02-29","3465","2047","974","633","2762","1074","629"
"Erythrobacter_sp._KY5","1717","1080","495","360","1361","509","305"
"Erythrobacter_sp._SCSIO_43205","966","589","294","219","863","310","172"
"Erythrobacter_litoralis","8084","5290","2620","1698","6620","2626","1631"
"Erythrobacter_mangrovi","3586","1964","1014","642","2487","1015","660"
"Erythrobacter_neustonensis","3160","3239","1038","578","2337","1046","603"
"Erythrobacter_aureus","2335","1326","686","472","1834","694","438"
"Porphyrobacter_sp._CACIAM_03H1","5760","6986","2162","1164","4678","2172","1099"
"Porphyrobacter_sp._LM_6","3639","6048","1478","685","2490","1271","577"
"Porphyrobacter_sp._HT-58-2","2769","4721","1206","481","2237","1684","538"
"Porphyrobacter_sp._GA68","2886","1880","963","655","2935","1014","598"
"Qipengyuania_flava","10492","6056","3168","2162","8065","3159","2056"
"Qipengyuania_sediminis","4725","2678","1451","863","3523","1365","920"
"Qipengyuania_soli","3268","1968","980","666","2635","982","642"
"Qipengyuania_aurantiaca","3171","1919","949","597","2437","949","608"
"Qipengyuania_gelatinilytica","2272","1356","678","427","1855","715","472"
"Qipengyuania_seohaensis","2039","1231","577","376","1505","645","407"
"Qipengyuania_psychrotolerans","1463","726","394","296","1072","407","276"
"Qipengyuania_aquimaris","2645","1487","782","482","1860","740","481"
"Qipengyuania_xiapuensis","2593","1566","783","487","1944","746","473"
"Altererythrobacter_sp._TH136","13019","2861","1374","937","3366","1417","1184"
"Altererythrobacter_sp._B11","11820","4971","2183","1535","5627","2345","1363"
"Altererythrobacter_sp._BO-6","2787","1715","830","481","1937","842","522"
"Altererythrobacter_sp._ZODW24","1037","558","314","142","703","329","174"
"Altererythrobacter_epoxidivorans","2378","1472","749","441","1816","723","503"
"Altererythrobacter_ishigakiensis","829","498","233","141","606","243","145"
"Tsuneonella_dongtanensis","7364","3414","1646","1178","4261","1712","1234"
"Tsuneonella_amylolytica","7591","3628","1787","1294","4751","1897","1425"
"Tsuneonella_mangrovi","4567","2270","1076","784","2706","1197","839"
"Tsuneonella_flava","2252","1060","545","392","1366","572","417"
"Croceicoccus_sp._YJ47","4027","2346","1351","884","3657","1488","869"
"Croceicoccus_sp._Ery5","2244","1250","651","409","1690","706","415"
"Croceicoccus_sp._Ery15","2080","1447","708","393","1775","688","358"
"Croceicoccus_marinus","7937","4424","2478","1593","6392","2610","1592"
"Croceicoccus_naphthovorans","4764","2833","1492","958","3750","1629","967"
"Croceibacterium_atlanticum","5834","2276","1048","671","2441","880","645"
"Aurantiacibacter_gangjinensis","2553","1244","731","424","1689","708","436"
"Aurantiacibacter_atlanticus","1367","702","364","230","914","405","225"
"Pelagerythrobacter_marensis","3706","1920","922","658","2579","994","520"
"Paraurantiacibacter_namhicola","3540","1743","897","593","2354","888","548"
"Sphingosinicella_sp._BN140058","13964","9113","4802","3209","15856","4209","3584"
"Sphingosinicella_flava","7167","4965","2664","1693","9163","1846","1643"
"Sphingosinicella_microcystinivorans","4079","4318","2043","1233","5052","2415","1054"
"Polymorphobacter_sp._PAMC_29362","3376","3468","1529","1014","4080","2044","986"
"Polymorphobacter_sp._PAMC_29334","3177","3279","1545","1015","4156","1856","1003"
"Sandaracinobacter_sp._M6","3140","2888","1496","939","4145","1684","844"
"Zymomonas_mobilis","508","296","189","116","521","217","114"
"Paracoccus_sp._S8-55","31026","852","553","342","1578","649","227"
"Paracoccus_sp._Arc7-R13","27090","1118","623","376","1705","817","320"
"Paracoccus_sp._AK26","18618","1491","990","632","2447","1078","401"
"Paracoccus_sp._MC1862","7401","1805","1073","633","3112","1466","541"
"Paracoccus_sp._MA","4316","1999","1254","793","3817","1648","556"
"Paracoccus_sp._H4-D09","2334","860","567","367","1730","808","237"
"Paracoccus_liaowanqingii","25850","1803","1080","717","3241","1513","505"
"Paracoccus_marcusii","30106","889","642","295","1791","809","238"
"Paracoccus_yeei","11718","3949","2467","1680","7765","3721","1278"
"Paracoccus_sanguinis","6554","3106","2046","1204","5633","2661","902"
"Paracoccus_zhejiangensis","5202","1680","1112","708","3316","1545","528"
"Paracoccus_denitrificans","4736","2123","1730","919","4055","1847","1028"
"Paracoccus_aminovorans","4306","1771","1103","735","3378","1445","567"
"Paracoccus_pantotrophus","4529","2201","1374","868","3787","1836","662"
"Paracoccus_contaminans","3836","1528","932","564","2794","1333","441"
"Paracoccus_jeotgali","3629","1359","889","541","2711","1298","436"
"Paracoccus_suum","3187","1536","1041","590","2828","1336","476"
"Paracoccus_aminophilus","2604","1029","687","463","2099","990","328"
"Paracoccus_tegillarcae","2166","680","393","283","1183","515","212"
"Paracoccus_kondratievae","1884","682","436","283","1420","604","230"
"Paracoccus_mutanolyticus","1142","902","493","277","1333","788","234"
"Rhodobacter_sp._CZR27","4890","2823","1898","1045","5168","2247","747"
"Rhodobacter_sp._N10","3227","2007","1221","745","3275","1653","470"
"Rhodobacter_sp._LPB0142","3908","2643","1782","1038","4819","2226","816"
"Rhodobacter_capsulatus","3943","2208","1407","895","4333","2101","682"
